6.089455e-01	8.193005e-01	1.278488e+00	2.342155e+00	1.668474e+00	0.000000e+00
1.168284e+00	3.202714e+00	2.878984e+00	1.438934e+00	2.537161e+00	3.225050e-01
2.684978e+00	4.111622e+00	3.818608e+00	4.817622e+00	3.370878e+00	1.681647e+00
1.328328e+00	1.918134e+00	8.395809e+00	7.118620e+00	2.318908e+00	1.405505e+00
2.228421e+00	1.150501e+00	1.815337e+00	3.004277e+00	2.006699e+00	1.519781e+00
2.121083e+00	1.880350e+00	1.307440e+00	1.229632e+00	2.030291e+00	1.060142e+00


6.089455e-01	8.193005e-01	1.278488e+00	2.342155e+00	1.668474e+00	0.000000e+00
1.168284e+00	3.202714e+00	2.878984e+00	1.438934e+00	2.537161e+00	3.225050e-01
2.684978e+00	4.111622e+00	3.818608e+00	4.817622e+00	3.370878e+00	1.681647e+00
1.328328e+00	1.918134e+00	8.395809e+00	7.118620e+00	2.318908e+00	1.405505e+00
2.228421e+00	1.150501e+00	1.815337e+00	3.004277e+00	2.006699e+00	1.519781e+00
2.121083e+00	1.880350e+00	1.307440e+00	1.229632e+00	2.030291e+00	1.060142e+00


6.089455e-01	8.193005e-01	1.278488e+00	2.342155e+00	1.668474e+00	0.000000e+00
1.168284e+00	3.202714e+00	2.878984e+00	1.438934e+00	2.537161e+00	3.225050e-01
2.684978e+00	4.111622e+00	3.818608e+00	4.817622e+00	3.370878e+00	1.681647e+00
1.328328e+00	1.918134e+00	8.395809e+00	7.118620e+00	2.318908e+00	1.405505e+00
2.228421e+00	1.150501e+00	1.815337e+00	3.004277e+00	2.006699e+00	1.519781e+00
2.121083e+00	1.880350e+00	1.307440e+00	1.229632e+00	2.030291e+00	1.060142e+00


5.814310e+00	6.640092e+00	8.952759e+00	7.125106e+00	6.814122e+00	4.726569e+00
8.003914e+00	1.350568e+01	1.685042e+01	1.810906e+01	1.277534e+01	5.225265e+00
6.950863e+00	1.492884e+01	6.820039e+01	6.916286e+01	1.563869e+01	8.087581e+00
7.686990e+00	1.721328e+01	6.790534e+01	6.230855e+01	1.871244e+01	7.188327e+00
7.237996e+00	1.119112e+01	1.810412e+01	1.763265e+01	1.515372e+01	7.908455e+00
4.028551e+00	8.060513e+00	8.765114e+00	6.758592e+00	6.889702e+00	5.358483e+00


5.814310e+00	6.640092e+00	8.952759e+00	7.125106e+00	6.814122e+00	4.726569e+00
8.003914e+00	1.350568e+01	1.685042e+01	1.810906e+01	1.277534e+01	5.225265e+00
6.950863e+00	1.492884e+01	6.820039e+01	6.916286e+01	1.563869e+01	8.087581e+00
7.686990e+00	1.721328e+01	6.790534e+01	6.230855e+01	1.871244e+01	7.188327e+00
7.237996e+00	1.119112e+01	1.810412e+01	1.763265e+01	1.515372e+01	7.908455e+00
4.028551e+00	8.060513e+00	8.765114e+00	6.758592e+00	6.889702e+00	5.358483e+00


