0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	3.335131e-02	0.000000e+00
3.665767e-02	0.000000e+00	0.000000e+00


6.491611e+00	5.438724e+00	1.029048e+01
5.196099e+00	2.872111e+01	6.164562e+00
4.872686e+00	8.087051e+00	4.356411e+00


4.856151e+00	5.375074e+00	5.179818e+00
8.759571e+00	3.116185e+01	4.479301e+00
6.588303e+00	8.584560e+00	4.840094e+00


0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00	0.000000e+00


1.144012e+00	1.942034e+00	1.118015e+00
3.253895e+00	1.176231e+02	2.492995e+00
1.882554e+00	3.045311e+00	2.222758e-01


0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00	0.000000e+00


1.185401e+00	2.900289e+00	1.472126e+00
2.106668e+00	1.212362e+02	3.346964e+00
1.177397e+00	2.285228e+00	7.958986e-01


